10005	10184	1
10005	10247	1
10005	11214	1
10005	11630	6
10009	10056	1
10009	10170	4
10009	13863	1
10009	13934	2
10010	10154	1
10010	12222	1
10010	12944	1
10010	13450	1
10011	10011	10
10011	10661	9
10011	11399	6
10011	11869	5
10011	12211	1
10011	12745	4
10011	12889	1
10011	14081	1
10014	11630	1
10016	10056	1
10016	12184	4
10017	10043	1
10017	10056	1
10033	10299	6
10033	14709	7
10039	11630	1
10040	11630	1
10042	10056	6
10043	10017	1
10043	10056	1
10044	10056	1
10056	10016	1
10056	10017	1
10056	10042	6
10056	10043	1
10056	10044	1
10056	10056	9
10056	10063	1
10056	10088	2
10056	10100	1
10056	10170	1
10056	10278	14
10056	10556	1
10056	11299	1
10056	12509	1
10056	12705	11
10056	12712	1
10056	12721	3
10056	12743	4
10056	12771	6
10056	12772	1
10056	12782	9
10056	12785	11
10056	12854	12
10056	12869	10
10056	13934	2
10056	15091	16
10056	15446	11
10056	15836	1
10065	12184	3
10078	10056	1
10085	12184	4
10088	10056	3
10100	10056	1
10112	13970	1
10127	10721	1
10127	11193	2
10127	12892	1
10127	14100	3
10127	15167	1
10135	10194	1
10135	10397	21
10135	10434	7
10135	10469	1
10135	10529	1
10135	10590	2
10135	10693	6
10135	10721	1
10135	10821	4
10135	11042	2
10135	11057	10
10135	11146	1
10135	11193	14
10135	11267	1
10135	11298	13
10135	11433	11
10135	11618	8
10135	11697	7
10135	11995	1
10135	12003	1
10135	12197	1
10135	12222	1
10135	12265	1
10135	12266	1
10135	12324	1
10135	12339	8
10135	12478	1
10135	12574	1
10135	12889	1
10135	12900	1
10135	12953	3
10135	13061	1
10135	13244	9
10135	13505	1
10135	13577	7
10135	13605	1
10135	13796	1
10135	13809	1
10135	13930	34
10135	13987	1
10135	14057	1
10135	14082	10
10135	14098	1
10135	14100	13
10135	14107	2
10135	14112	10
10135	14512	10
10135	14685	5
10135	14730	4
10135	14747	11
10135	14761	10
10135	14771	1
10135	14893	7
10135	15167	1
10135	15295	1
10135	16163	1
10136	10154	2
10136	10257	1
10136	10423	2
10136	10590	6
10136	10817	1
10136	11298	16
10136	12339	1
10136	12478	1
10136	12896	8
10136	14307	1
10136	14842	1
10139	11630	2
10139	11844	1
10139	12268	9
10139	12844	1
10139	13806	20
10139	13942	15
10139	13970	36
10139	14485	15
10139	14804	28
10139	15785	7
10139	15861	2
10140	10140	1
10140	10166	1
10140	10194	1
10140	10257	5
10140	10279	4
10140	10397	20
10140	10423	19
10140	10529	5
10140	10561	1
10140	10590	4
10140	10599	3
10140	10693	9
10140	10713	8
10140	10721	8
10140	10732	1
10140	10747	1
10140	10792	2
10140	10800	15
10140	10821	10
10140	10980	1
10140	10994	7
10140	11003	1
10140	11041	1
10140	11042	8
10140	11049	1
10140	11057	6
10140	11066	7
10140	11085	10
10140	11140	1
10140	11187	1
10140	11193	7
10140	11233	1
10140	11259	10
10140	11278	11
10140	11292	53
10140	11298	20
10140	11413	18
10140	11423	2
10140	11433	5
10140	11481	3
10140	11540	10
10140	11618	3
10140	11637	1
10140	11695	1
10140	11697	5
10140	11711	18
10140	11719	1
10140	11874	7
10140	11884	5
10140	12010	1
10140	12012	1
10140	12018	3
10140	12191	10
10140	12206	5
10140	12264	5
10140	12266	41
10140	12339	7
10140	12391	7
10140	12451	3
10140	12478	10
10140	12758	2
10140	12889	24
10140	12892	30
10140	12896	15
10140	12953	10
10140	12954	4
10140	12982	2
10140	12992	4
10140	13139	1
10140	13158	6
10140	13198	10
10140	13204	14
10140	13230	4
10140	13232	10
10140	13244	13
10140	13295	1
10140	13296	2
10140	13342	3
10140	13485	1
10140	13487	14
10140	13495	10
10140	13796	11
10140	13851	9
10140	13871	8
10140	13891	21
10140	13930	48
10140	13931	4
10140	14054	1
10140	14057	23
10140	14100	4
10140	14107	46
10140	14113	1
10140	14122	2
10140	14193	3
10140	14210	2
10140	14286	1
10140	14307	4
10140	14312	1
10140	14321	1
10140	14487	1
10140	14492	8
10140	14524	1
10140	14570	9
10140	14576	1
10140	14635	2
10140	14679	24
10140	14683	10
10140	14696	1
10140	14730	12
10140	14747	17
10140	14771	18
10140	14831	14
10140	14843	3
10140	14869	32
10140	14893	10
10140	14908	12
10140	15016	9
10140	15041	1
10140	15051	11
10140	15304	8
10140	15370	6
10140	15376	11
10140	15601	1
10140	16229	1
10140	16271	4
10141	10590	6
10141	11603	1
10141	11637	1
10141	11775	8
10141	12173	1
10141	13487	11
10141	14057	1
10146	10397	10
10146	10599	1
10146	11150	1
10146	12451	10
10146	13495	10
10146	14193	10
10146	14635	2
10146	14730	10
10148	12266	8
10150	12264	10
10150	12478	10
10154	10154	1
10154	10299	2
10154	10414	1
10154	10504	1
10154	10529	1
10154	10535	4
10154	10540	7
10154	10721	23
10154	10785	1
10154	10815	2
10154	11041	1
10154	11057	3
10154	11106	2
10154	11278	10
10154	11423	1
10154	11615	11
10154	11618	5
10154	11728	1
10154	11995	4
10154	12197	36
10154	12222	2
10154	12244	6
10154	12250	30
10154	12478	18
10154	12916	1
10154	12953	15
10154	13125	1
10154	13232	1
10154	13342	3
10154	13398	6
10154	13461	1
10154	13505	1
10154	13507	2
10154	13541	14
10154	13731	1
10154	13984	5
10154	13987	4
10154	14100	1
10154	14259	1
10154	14307	14
10154	14321	3
10154	14332	1
10154	14717	2
10154	15167	10
10154	15356	4
10154	15628	1
10154	15855	1
10154	16085	1
10154	16162	1
10154	16163	1
10154	16215	1
10154	16252	1
10154	16271	6
10154	16353	1
10154	16863	1
10155	10590	6
10155	11027	2
10155	11259	1
10155	11298	11
10155	11423	1
10155	11618	1
10155	11995	1
10155	12266	2
10155	12896	1
10155	13105	1
10155	13290	1
10155	13341	1
10155	13796	1
10155	13851	2
10155	13898	1
10155	14869	1
10155	15167	1
10155	15304	1
10157	10930	3
10157	11122	1
10157	11292	5
10157	11884	1
10157	12892	10
10157	14054	1
10157	14771	10
10157	14869	2
10157	14893	10
10157	15458	8
10157	15618	1
10157	15992	1
10157	16096	1
10157	16128	1
10157	16232	1
10158	10397	6
10158	10693	1
10158	11433	1
10158	11435	1
10158	11618	1
10158	11697	10
10158	11973	1
10158	12478	5
10158	12953	1
10158	13204	10
10158	13486	1
10158	13577	10
10158	13930	1
10158	14027	5
10158	14307	1
10158	14321	1
10158	14635	10
10158	14908	1
10158	15167	1
10158	15304	10
10158	15356	1
10158	16271	2
10160	11618	1
10162	11618	10
10162	12264	10
10162	12478	4
10162	12892	2
10162	13930	10
10165	10165	2
10165	10299	25
10165	11170	1
10170	10009	4
10170	10139	2
10170	10140	1
10170	10170	16
10170	10243	18
10170	10245	8
10170	10278	1
10170	10299	59
10170	11299	8
10170	11336	2
10170	11487	1
10170	11511	1
10170	11555	10
10170	11630	6
10170	12184	11
10170	12663	1
10170	12721	19
10170	12772	18
10170	12866	17
10170	12896	1
10170	13714	3
10170	13863	18
10170	13934	19
10170	14738	1
10170	14747	7
10170	14855	4
10170	14919	1
10170	15091	2
10170	15293	1
10170	15579	3
10170	16229	1
10171	10171	1
10171	10208	1
10171	10423	2
10171	10529	1
10171	10540	1
10171	10638	1
10171	10721	1
10171	10781	1
10171	11027	2
10171	11049	3
10171	11259	4
10171	11423	1
10171	11453	2
10171	11540	1
10171	11871	1
10171	11996	1
10171	12388	1
10171	12441	1
10171	12574	1
10171	12896	1
10171	13061	2
10171	13232	1
10171	13487	1
10171	13495	1
10171	13771	1
10171	14004	1
10171	14107	1
10171	14275	1
10171	14312	1
10171	14492	1
10171	14683	2
10171	15374	1
10171	16477	1
10172	11391	1
10172	12892	1
10172	12945	1
10172	13244	1
